,STATION,DATE,ENTRY_DIFFS,EXIT_DIFFS
5698,EAST BROADWAY,2018-06-06,14892.0,6998.0
5699,EAST BROADWAY,2018-06-07,14328.0,7051.0
5700,EAST BROADWAY,2018-06-08,14805.0,7038.0
5701,EAST BROADWAY,2018-06-09,8286.0,5185.0
5702,EAST BROADWAY,2018-06-10,7009.0,4289.0
5703,EAST BROADWAY,2018-06-11,14067.0,6783.0
5704,EAST BROADWAY,2018-06-12,14594.0,7434.0
5705,EAST BROADWAY,2018-06-13,14477.0,6829.0
5706,EAST BROADWAY,2018-06-14,14824.0,7405.0
5707,EAST BROADWAY,2018-06-15,12191.0,5531.0
5708,EASTCHSTER/DYRE,2018-05-19,17.0,130.0
5709,EASTCHSTER/DYRE,2018-05-21,2610.0,3713.0
5710,EASTCHSTER/DYRE,2018-05-22,4085.0,4195.0
5711,EASTCHSTER/DYRE,2018-05-23,4439.0,4667.0
5712,EASTCHSTER/DYRE,2018-05-24,4487.0,4738.0
5713,EASTCHSTER/DYRE,2018-05-25,4246.0,4438.0
5714,EASTCHSTER/DYRE,2018-05-26,1570.0,2066.0
5715,EASTCHSTER/DYRE,2018-05-27,971.0,1415.0
5716,EASTCHSTER/DYRE,2018-05-28,1382.0,1773.0
5717,EASTCHSTER/DYRE,2018-05-29,4246.0,4525.0
5718,EASTCHSTER/DYRE,2018-05-30,4341.0,4621.0
5719,EASTCHSTER/DYRE,2018-05-31,4320.0,4732.0
5720,EASTCHSTER/DYRE,2018-06-01,4401.0,4652.0
5721,EASTCHSTER/DYRE,2018-06-02,1749.0,2227.0
5722,EASTCHSTER/DYRE,2018-06-03,1190.0,1636.0
5723,EASTCHSTER/DYRE,2018-06-04,4285.0,4542.0
5724,EASTCHSTER/DYRE,2018-06-05,4460.0,4571.0
5725,EASTCHSTER/DYRE,2018-06-06,4493.0,4670.0
5726,EASTCHSTER/DYRE,2018-06-07,4377.0,4381.0
5727,EASTCHSTER/DYRE,2018-06-08,4494.0,4523.0
5728,EASTCHSTER/DYRE,2018-06-09,1790.0,2349.0
5729,EASTCHSTER/DYRE,2018-06-10,1197.0,1594.0
5730,EASTCHSTER/DYRE,2018-06-11,4081.0,4601.0
5731,EASTCHSTER/DYRE,2018-06-12,4477.0,4586.0
5732,EASTCHSTER/DYRE,2018-06-13,4455.0,4555.0
5733,EASTCHSTER/DYRE,2018-06-14,4463.0,4627.0
5734,EASTCHSTER/DYRE,2018-06-15,3878.0,3681.0
5735,EASTN PKWY-MUSM,2018-05-19,3146.0,3172.0
5736,EASTN PKWY-MUSM,2018-05-20,2874.0,2918.0
5737,EASTN PKWY-MUSM,2018-05-21,4346.0,4008.0
5738,EASTN PKWY-MUSM,2018-05-22,4623.0,4488.0
5739,EASTN PKWY-MUSM,2018-05-23,5822.0,5437.0
5740,EASTN PKWY-MUSM,2018-05-24,5816.0,5372.0
5741,EASTN PKWY-MUSM,2018-05-25,5754.0,5469.0
5742,EASTN PKWY-MUSM,2018-05-26,3450.0,3593.0
5743,EASTN PKWY-MUSM,2018-05-27,2572.0,2777.0
5744,EASTN PKWY-MUSM,2018-05-28,1980.0,2093.0
5745,EASTN PKWY-MUSM,2018-05-29,4506.0,4050.0
5746,EASTN PKWY-MUSM,2018-05-30,5485.0,4783.0
5747,EASTN PKWY-MUSM,2018-05-31,5623.0,5056.0
5748,EASTN PKWY-MUSM,2018-06-01,5631.0,5095.0
5749,EASTN PKWY-MUSM,2018-06-02,5258.0,5110.0
5750,EASTN PKWY-MUSM,2018-06-03,3645.0,3611.0
5751,EASTN PKWY-MUSM,2018-06-04,4310.0,4242.0
5752,EASTN PKWY-MUSM,2018-06-05,4793.0,4310.0
5753,EASTN PKWY-MUSM,2018-06-06,5738.0,5569.0
5754,EASTN PKWY-MUSM,2018-06-07,5808.0,5525.0
5755,EASTN PKWY-MUSM,2018-06-08,6148.0,5741.0
5756,EASTN PKWY-MUSM,2018-06-09,3831.0,3968.0
5757,EASTN PKWY-MUSM,2018-06-10,3235.0,3257.0
5758,EASTN PKWY-MUSM,2018-06-11,4301.0,3923.0
5759,EASTN PKWY-MUSM,2018-06-12,4745.0,4323.0
5760,EASTN PKWY-MUSM,2018-06-13,5635.0,5522.0
5761,EASTN PKWY-MUSM,2018-06-14,6020.0,5676.0
5762,EASTN PKWY-MUSM,2018-06-15,5275.0,4607.0
5763,ELDER AV,2018-05-19,4107.0,4102.0
5764,ELDER AV,2018-05-20,3292.0,3535.0
5765,ELDER AV,2018-05-21,6612.0,6233.0
5766,ELDER AV,2018-05-22,6533.0,6155.0
5767,ELDER AV,2018-05-23,6620.0,5964.0
5768,ELDER AV,2018-05-24,6852.0,6451.0
5769,ELDER AV,2018-05-25,6854.0,6324.0
5770,ELDER AV,2018-05-26,4186.0,4449.0
5771,ELDER AV,2018-05-27,3143.0,3289.0
5772,ELDER AV,2018-05-28,3753.0,3979.0
5773,ELDER AV,2018-05-29,6703.0,6158.0
5774,ELDER AV,2018-05-30,6715.0,6368.0
5775,ELDER AV,2018-05-31,6619.0,6093.0
5776,ELDER AV,2018-06-01,6786.0,6586.0
5777,ELDER AV,2018-06-02,4334.0,4127.0
5778,ELDER AV,2018-06-03,3291.0,3528.0
5779,ELDER AV,2018-06-04,6569.0,6158.0
5780,ELDER AV,2018-06-05,6681.0,6343.0
5781,ELDER AV,2018-06-06,6350.0,6252.0
5782,ELDER AV,2018-06-07,6247.0,5999.0
5783,ELDER AV,2018-06-08,6780.0,6328.0
5784,ELDER AV,2018-06-09,4650.0,4660.0
5785,ELDER AV,2018-06-10,3296.0,3733.0
5786,ELDER AV,2018-06-11,6515.0,6196.0
5787,ELDER AV,2018-06-12,6606.0,6240.0
5788,ELDER AV,2018-06-13,6402.0,6254.0
5789,ELDER AV,2018-06-14,6639.0,6128.0
5790,ELDER AV,2018-06-15,5842.0,4536.0
5791,ELMHURST AV,2018-05-19,3332.0,922.0
5792,ELMHURST AV,2018-05-20,2537.0,642.0
5793,ELMHURST AV,2018-05-21,12600.0,2725.0
5794,ELMHURST AV,2018-05-22,12696.0,2549.0
5795,ELMHURST AV,2018-05-23,13355.0,2535.0
5796,ELMHURST AV,2018-05-24,13186.0,3018.0
5797,ELMHURST AV,2018-05-25,13227.0,2666.0
5798,ELMHURST AV,2018-05-26,3077.0,724.0
5799,ELMHURST AV,2018-05-27,2308.0,651.0
5800,ELMHURST AV,2018-05-28,2811.0,646.0
5801,ELMHURST AV,2018-05-29,9317.0,2681.0
5802,ELMHURST AV,2018-05-30,12819.0,2800.0
5803,ELMHURST AV,2018-05-31,12841.0,2850.0
5804,ELMHURST AV,2018-06-01,13096.0,2700.0
5805,ELMHURST AV,2018-06-02,7952.0,2236.0
5806,ELMHURST AV,2018-06-03,6891.0,1943.0
5807,ELMHURST AV,2018-06-04,12531.0,2283.0
5808,ELMHURST AV,2018-06-05,12527.0,2806.0
5809,ELMHURST AV,2018-06-06,13141.0,2897.0
5810,ELMHURST AV,2018-06-07,12611.0,2679.0
5811,ELMHURST AV,2018-06-08,13161.0,2750.0
5812,ELMHURST AV,2018-06-09,7013.0,1797.0
5813,ELMHURST AV,2018-06-10,5579.0,1455.0
5814,ELMHURST AV,2018-06-11,12537.0,2814.0
5815,ELMHURST AV,2018-06-12,12727.0,2858.0
5816,ELMHURST AV,2018-06-13,12755.0,2744.0
5817,ELMHURST AV,2018-06-14,12972.0,2804.0
5818,ELMHURST AV,2018-06-15,11640.0,2254.0
5819,EUCLID AV,2018-05-19,5798.0,2100.0
5820,EUCLID AV,2018-05-20,5026.0,1891.0
5821,EUCLID AV,2018-05-21,10961.0,3240.0
5822,EUCLID AV,2018-05-22,11017.0,3150.0
5823,EUCLID AV,2018-05-23,11129.0,3369.0
5824,EUCLID AV,2018-05-24,11186.0,3501.0
5825,EUCLID AV,2018-05-25,10863.0,3146.0
5826,EUCLID AV,2018-05-26,6083.0,2246.0
5827,EUCLID AV,2018-05-27,4294.0,1782.0
5828,EUCLID AV,2018-05-28,5217.0,2009.0
5829,EUCLID AV,2018-05-29,10939.0,3237.0
5830,EUCLID AV,2018-05-30,10803.0,3225.0
5831,EUCLID AV,2018-05-31,10746.0,3160.0
5832,EUCLID AV,2018-06-01,10886.0,3154.0
5833,EUCLID AV,2018-06-02,6581.0,2371.0
5834,EUCLID AV,2018-06-03,4916.0,1910.0
5835,EUCLID AV,2018-06-04,10640.0,3151.0
5836,EUCLID AV,2018-06-05,10786.0,3277.0
5837,EUCLID AV,2018-06-06,10816.0,3328.0
5838,EUCLID AV,2018-06-07,10042.0,3162.0
5839,EUCLID AV,2018-06-08,10979.0,3239.0
5840,EUCLID AV,2018-06-09,6734.0,2450.0
5841,EUCLID AV,2018-06-10,4909.0,1963.0
5842,EUCLID AV,2018-06-11,10420.0,3206.0
5843,EUCLID AV,2018-06-12,10837.0,3215.0
5844,EUCLID AV,2018-06-13,10492.0,3155.0
5845,EUCLID AV,2018-06-14,10569.0,3234.0
5846,EUCLID AV,2018-06-15,8955.0,2564.0
5847,EXCHANGE PLACE,2018-05-19,22.0,32.0
5848,EXCHANGE PLACE,2018-05-20,4.0,4.0
5849,EXCHANGE PLACE,2018-05-21,17999.0,17287.0
5850,EXCHANGE PLACE,2018-05-22,18816.0,18056.0
5851,EXCHANGE PLACE,2018-05-23,18848.0,18195.0
5852,EXCHANGE PLACE,2018-05-24,18479.0,17925.0
5853,EXCHANGE PLACE,2018-05-25,15094.0,14960.0
5854,EXCHANGE PLACE,2018-05-26,5289.0,5650.0
5855,EXCHANGE PLACE,2018-05-27,3809.0,3972.0
5856,EXCHANGE PLACE,2018-05-28,4133.0,4505.0
5857,EXCHANGE PLACE,2018-05-29,18085.0,17276.0
5858,EXCHANGE PLACE,2018-05-30,19042.0,18533.0
5859,EXCHANGE PLACE,2018-05-31,18960.0,18105.0
5860,EXCHANGE PLACE,2018-06-01,17407.0,16762.0
5861,EXCHANGE PLACE,2018-06-02,5053.0,5111.0
5862,EXCHANGE PLACE,2018-06-03,3862.0,4231.0
5863,EXCHANGE PLACE,2018-06-04,18611.0,17902.0
5864,EXCHANGE PLACE,2018-06-05,20014.0,19279.0
5865,EXCHANGE PLACE,2018-06-06,19773.0,19206.0
5866,EXCHANGE PLACE,2018-06-07,19203.0,18761.0
5867,EXCHANGE PLACE,2018-06-08,17635.0,17212.0
5868,EXCHANGE PLACE,2018-06-09,5329.0,5649.0
5869,EXCHANGE PLACE,2018-06-10,3330.0,3748.0
5870,EXCHANGE PLACE,2018-06-11,18770.0,18190.0
5871,EXCHANGE PLACE,2018-06-12,19852.0,19188.0
5872,EXCHANGE PLACE,2018-06-13,19491.0,18752.0
5873,EXCHANGE PLACE,2018-06-14,19148.0,17704.0
5874,EXCHANGE PLACE,2018-06-15,16879.0,15086.0
5875,FAR ROCKAWAY,2018-05-19,550.0,310.0
5876,FAR ROCKAWAY,2018-05-20,427.0,141.0
5877,FAR ROCKAWAY,2018-05-21,4624.0,4515.0
5878,FAR ROCKAWAY,2018-05-22,4936.0,5126.0
5879,FAR ROCKAWAY,2018-05-23,4971.0,5052.0
5880,FAR ROCKAWAY,2018-05-24,5143.0,5151.0
5881,FAR ROCKAWAY,2018-05-25,5121.0,5162.0
5882,FAR ROCKAWAY,2018-05-26,2858.0,3225.0
5883,FAR ROCKAWAY,2018-05-27,1893.0,2255.0
5884,FAR ROCKAWAY,2018-05-28,2595.0,2756.0
5885,FAR ROCKAWAY,2018-05-29,4926.0,5133.0
5886,FAR ROCKAWAY,2018-05-30,4890.0,5121.0
5887,FAR ROCKAWAY,2018-05-31,4906.0,5075.0
5888,FAR ROCKAWAY,2018-06-01,5131.0,5118.0
5889,FAR ROCKAWAY,2018-06-02,2982.0,3201.0
5890,FAR ROCKAWAY,2018-06-03,2273.0,2491.0
5891,FAR ROCKAWAY,2018-06-04,4780.0,4895.0
5892,FAR ROCKAWAY,2018-06-05,4933.0,5047.0
5893,FAR ROCKAWAY,2018-06-06,4912.0,4170.0
5894,FAR ROCKAWAY,2018-06-07,4784.0,4911.0
5895,FAR ROCKAWAY,2018-06-08,5113.0,5154.0
5896,FAR ROCKAWAY,2018-06-09,3061.0,3246.0
5897,FAR ROCKAWAY,2018-06-10,2246.0,2540.0
5898,FAR ROCKAWAY,2018-06-11,4939.0,5024.0
5899,FAR ROCKAWAY,2018-06-12,4936.0,5046.0
5900,FAR ROCKAWAY,2018-06-13,4752.0,4834.0
5901,FAR ROCKAWAY,2018-06-14,4959.0,5102.0
5902,FAR ROCKAWAY,2018-06-15,4255.0,4140.0
5903,FLATBUSH AV-B.C,2018-05-19,7686.0,4251.0
5904,FLATBUSH AV-B.C,2018-05-20,5871.0,3672.0
5905,FLATBUSH AV-B.C,2018-05-21,17894.0,9991.0
5906,FLATBUSH AV-B.C,2018-05-22,19456.0,10810.0
5907,FLATBUSH AV-B.C,2018-05-23,19892.0,11070.0
5908,FLATBUSH AV-B.C,2018-05-24,19980.0,10988.0
5909,FLATBUSH AV-B.C,2018-05-25,17686.0,9753.0
5910,FLATBUSH AV-B.C,2018-05-26,7945.0,4496.0
5911,FLATBUSH AV-B.C,2018-05-27,5209.0,3290.0
5912,FLATBUSH AV-B.C,2018-05-28,6887.0,3683.0
5913,FLATBUSH AV-B.C,2018-05-29,17975.0,9632.0
5914,FLATBUSH AV-B.C,2018-05-30,18253.0,9988.0
5915,FLATBUSH AV-B.C,2018-05-31,18062.0,9752.0
5916,FLATBUSH AV-B.C,2018-06-01,18022.0,9602.0
5917,FLATBUSH AV-B.C,2018-06-02,8100.0,4438.0
5918,FLATBUSH AV-B.C,2018-06-03,6249.0,3673.0
5919,FLATBUSH AV-B.C,2018-06-04,18407.0,10190.0
5920,FLATBUSH AV-B.C,2018-06-05,18555.0,10166.0
5921,FLATBUSH AV-B.C,2018-06-06,18876.0,10485.0
5922,FLATBUSH AV-B.C,2018-06-07,18116.0,9959.0
5923,FLATBUSH AV-B.C,2018-06-08,18338.0,9938.0
5924,FLATBUSH AV-B.C,2018-06-09,9687.0,5757.0
5925,FLATBUSH AV-B.C,2018-06-10,5993.0,3546.0
5926,FLATBUSH AV-B.C,2018-06-11,17955.0,10067.0
5927,FLATBUSH AV-B.C,2018-06-12,18601.0,9972.0
5928,FLATBUSH AV-B.C,2018-06-13,18309.0,10074.0
5929,FLATBUSH AV-B.C,2018-06-14,18597.0,10139.0
5930,FLATBUSH AV-B.C,2018-06-15,16144.0,8187.0
5931,FLUSHING AV,2018-05-19,5816.0,3982.0
5932,FLUSHING AV,2018-05-20,5018.0,3543.0
5933,FLUSHING AV,2018-05-21,11585.0,6820.0
5934,FLUSHING AV,2018-05-22,12334.0,7622.0
5935,FLUSHING AV,2018-05-23,12657.0,7639.0
5936,FLUSHING AV,2018-05-24,12647.0,7718.0
5937,FLUSHING AV,2018-05-25,12428.0,7503.0
5938,FLUSHING AV,2018-05-26,6267.0,3835.0
5939,FLUSHING AV,2018-05-27,4595.0,3279.0
5940,FLUSHING AV,2018-05-28,6053.0,4054.0
5941,FLUSHING AV,2018-05-29,12399.0,7433.0
5942,FLUSHING AV,2018-05-30,12575.0,7740.0
5943,FLUSHING AV,2018-05-31,12397.0,7696.0
5944,FLUSHING AV,2018-06-01,12565.0,7542.0
5945,FLUSHING AV,2018-06-02,6480.0,4067.0
5946,FLUSHING AV,2018-06-03,5385.0,3732.0
5947,FLUSHING AV,2018-06-04,12529.0,7369.0
5948,FLUSHING AV,2018-06-05,12727.0,7543.0
5949,FLUSHING AV,2018-06-06,12319.0,7392.0
5950,FLUSHING AV,2018-06-07,12178.0,7540.0
5951,FLUSHING AV,2018-06-08,12405.0,7396.0
5952,FLUSHING AV,2018-06-09,6705.0,4316.0
5953,FLUSHING AV,2018-06-10,5357.0,3803.0
5954,FLUSHING AV,2018-06-11,11910.0,7484.0
5955,FLUSHING AV,2018-06-12,12628.0,7594.0
5956,FLUSHING AV,2018-06-13,12336.0,7520.0
5957,FLUSHING AV,2018-06-14,12351.0,7435.0
5958,FLUSHING AV,2018-06-15,10925.0,6175.0
5959,FLUSHING-MAIN,2018-05-19,36027.0,32669.0
5960,FLUSHING-MAIN,2018-05-20,32417.0,28699.0
5961,FLUSHING-MAIN,2018-05-21,59565.0,48882.0
5962,FLUSHING-MAIN,2018-05-22,58090.0,46915.0
5963,FLUSHING-MAIN,2018-05-23,60805.0,49124.0
5964,FLUSHING-MAIN,2018-05-24,60195.0,47499.0
5965,FLUSHING-MAIN,2018-05-25,59275.0,48595.0
5966,FLUSHING-MAIN,2018-05-26,38719.0,32194.0
5967,FLUSHING-MAIN,2018-05-27,28701.0,24765.0
5968,FLUSHING-MAIN,2018-05-28,34375.0,29797.0
5969,FLUSHING-MAIN,2018-05-29,58511.0,46955.0
5970,FLUSHING-MAIN,2018-05-30,58863.0,47826.0
5971,FLUSHING-MAIN,2018-05-31,57461.0,46935.0
5972,FLUSHING-MAIN,2018-06-01,58787.0,48217.0
5973,FLUSHING-MAIN,2018-06-02,40180.0,35245.0
5974,FLUSHING-MAIN,2018-06-03,31837.0,28011.0
5975,FLUSHING-MAIN,2018-06-04,58116.0,46682.0
5976,FLUSHING-MAIN,2018-06-05,58164.0,46973.0
5977,FLUSHING-MAIN,2018-06-06,59628.0,48595.0
5978,FLUSHING-MAIN,2018-06-07,57552.0,46776.0
5979,FLUSHING-MAIN,2018-06-08,59480.0,48143.0
5980,FLUSHING-MAIN,2018-06-09,40843.0,36390.0
5981,FLUSHING-MAIN,2018-06-10,31465.0,28232.0
5982,FLUSHING-MAIN,2018-06-11,57841.0,47920.0
5983,FLUSHING-MAIN,2018-06-12,58666.0,47881.0
5984,FLUSHING-MAIN,2018-06-13,57119.0,46200.0
5985,FLUSHING-MAIN,2018-06-14,58223.0,46887.0
5986,FLUSHING-MAIN,2018-06-15,50341.0,37951.0
5987,FORDHAM RD,2018-05-19,14148.0,5573.0
5988,FORDHAM RD,2018-05-20,10972.0,4416.0
5989,FORDHAM RD,2018-05-21,23018.0,7261.0
5990,FORDHAM RD,2018-05-22,22709.0,7175.0
5991,FORDHAM RD,2018-05-23,23885.0,7472.0
5992,FORDHAM RD,2018-05-24,23128.0,7385.0
5993,FORDHAM RD,2018-05-25,23214.0,7579.0
5994,FORDHAM RD,2018-05-26,14684.0,5294.0
5995,FORDHAM RD,2018-05-27,10083.0,4029.0
5996,FORDHAM RD,2018-05-28,12685.0,4617.0
5997,FORDHAM RD,2018-05-29,23279.0,7587.0
5998,FORDHAM RD,2018-05-30,23111.0,7929.0
5999,FORDHAM RD,2018-05-31,22676.0,7439.0
6000,FORDHAM RD,2018-06-01,22528.0,7520.0
6001,FORDHAM RD,2018-06-02,15397.0,5606.0
6002,FORDHAM RD,2018-06-03,11038.0,4387.0
6003,FORDHAM RD,2018-06-04,22882.0,7566.0
6004,FORDHAM RD,2018-06-05,22755.0,7662.0
6005,FORDHAM RD,2018-06-06,23164.0,7978.0
6006,FORDHAM RD,2018-06-07,22606.0,7768.0
6007,FORDHAM RD,2018-06-08,22911.0,7661.0
6008,FORDHAM RD,2018-06-09,16118.0,5901.0
6009,FORDHAM RD,2018-06-10,11192.0,4533.0
6010,FORDHAM RD,2018-06-11,22573.0,7493.0
6011,FORDHAM RD,2018-06-12,23320.0,7874.0
6012,FORDHAM RD,2018-06-13,22381.0,7710.0
6013,FORDHAM RD,2018-06-14,23167.0,7804.0
6014,FORDHAM RD,2018-06-15,20147.0,6693.0
6015,FOREST AVE,2018-05-19,1594.0,1369.0
6016,FOREST AVE,2018-05-20,1185.0,1194.0
6017,FOREST AVE,2018-05-21,3339.0,2689.0
6018,FOREST AVE,2018-05-22,3520.0,2856.0
6019,FOREST AVE,2018-05-23,3547.0,2918.0
6020,FOREST AVE,2018-05-24,3566.0,2899.0
6021,FOREST AVE,2018-05-25,3492.0,2649.0
6022,FOREST AVE,2018-05-26,1570.0,1419.0
6023,FOREST AVE,2018-05-27,1061.0,914.0
6024,FOREST AVE,2018-05-28,1357.0,1200.0
6025,FOREST AVE,2018-05-29,3410.0,2820.0
6026,FOREST AVE,2018-05-30,3572.0,2894.0
6027,FOREST AVE,2018-05-31,3571.0,2967.0
6028,FOREST AVE,2018-06-01,3636.0,2753.0
6029,FOREST AVE,2018-06-02,1623.0,1527.0
6030,FOREST AVE,2018-06-03,1093.0,1142.0
6031,FOREST AVE,2018-06-04,3475.0,2777.0
6032,FOREST AVE,2018-06-05,3612.0,2878.0
6033,FOREST AVE,2018-06-06,3587.0,2987.0
6034,FOREST AVE,2018-06-07,3623.0,2790.0
6035,FOREST AVE,2018-06-08,3647.0,2828.0
6036,FOREST AVE,2018-06-09,1708.0,1561.0
6037,FOREST AVE,2018-06-10,1184.0,1251.0
6038,FOREST AVE,2018-06-11,3414.0,2850.0
6039,FOREST AVE,2018-06-12,3651.0,2930.0
6040,FOREST AVE,2018-06-13,3583.0,2999.0
6041,FOREST AVE,2018-06-14,3709.0,2914.0
6042,FOREST AVE,2018-06-15,3348.0,2259.0
6043,FOREST HILLS 71,2018-05-19,14485.0,8191.0
6044,FOREST HILLS 71,2018-05-20,11958.0,6836.0
6045,FOREST HILLS 71,2018-05-21,26726.0,13568.0
6046,FOREST HILLS 71,2018-05-22,28455.0,14496.0
6047,FOREST HILLS 71,2018-05-23,29379.0,15082.0
6048,FOREST HILLS 71,2018-05-24,29474.0,15459.0
6049,FOREST HILLS 71,2018-05-25,27275.0,13503.0
6050,FOREST HILLS 71,2018-05-26,14833.0,8175.0
6051,FOREST HILLS 71,2018-05-27,10283.0,5982.0
6052,FOREST HILLS 71,2018-05-28,12127.0,7323.0
6053,FOREST HILLS 71,2018-05-29,27776.0,16460.0
6054,FOREST HILLS 71,2018-05-30,28684.0,15174.0
6055,FOREST HILLS 71,2018-05-31,28659.0,13947.0
6056,FOREST HILLS 71,2018-06-01,27383.0,13632.0
6057,FOREST HILLS 71,2018-06-02,14095.0,6798.0
6058,FOREST HILLS 71,2018-06-03,11543.0,5840.0
6059,FOREST HILLS 71,2018-06-04,27358.0,14360.0
6060,FOREST HILLS 71,2018-06-05,28265.0,14278.0
6061,FOREST HILLS 71,2018-06-06,28692.0,14667.0
6062,FOREST HILLS 71,2018-06-07,28511.0,14825.0
6063,FOREST HILLS 71,2018-06-08,32098.0,16224.0
6064,FOREST HILLS 71,2018-06-09,17620.0,10521.0
6065,FOREST HILLS 71,2018-06-10,11347.0,7101.0
6066,FOREST HILLS 71,2018-06-11,27310.0,14518.0
6067,FOREST HILLS 71,2018-06-12,28460.0,14649.0
6068,FOREST HILLS 71,2018-06-13,29496.0,15686.0
6069,FOREST HILLS 71,2018-06-14,28664.0,14594.0
6070,FOREST HILLS 71,2018-06-15,24604.0,13226.0
6071,FRANKLIN AV,2018-05-19,9631.0,10058.0
6072,FRANKLIN AV,2018-05-20,7573.0,6837.0
6073,FRANKLIN AV,2018-05-21,16416.0,13832.0
6074,FRANKLIN AV,2018-05-22,16825.0,14082.0
6075,FRANKLIN AV,2018-05-23,17555.0,14483.0
6076,FRANKLIN AV,2018-05-24,17331.0,14031.0
6077,FRANKLIN AV,2018-05-25,16691.0,13361.0
6078,FRANKLIN AV,2018-05-26,9137.0,7527.0
6079,FRANKLIN AV,2018-05-27,6553.0,6211.0
6080,FRANKLIN AV,2018-05-28,7255.0,6801.0
6081,FRANKLIN AV,2018-05-29,16267.0,13902.0
6082,FRANKLIN AV,2018-05-30,16785.0,14437.0
6083,FRANKLIN AV,2018-05-31,16933.0,14445.0
6084,FRANKLIN AV,2018-06-01,17730.0,14066.0
6085,FRANKLIN AV,2018-06-02,10238.0,8983.0
6086,FRANKLIN AV,2018-06-03,8235.0,7333.0
6087,FRANKLIN AV,2018-06-04,16224.0,13391.0
6088,FRANKLIN AV,2018-06-05,16820.0,13908.0
6089,FRANKLIN AV,2018-06-06,17308.0,14424.0
6090,FRANKLIN AV,2018-06-07,16764.0,13705.0
6091,FRANKLIN AV,2018-06-08,17117.0,14059.0
6092,FRANKLIN AV,2018-06-09,10484.0,8976.0
6093,FRANKLIN AV,2018-06-10,7945.0,7297.0
6094,FRANKLIN AV,2018-06-11,16137.0,13679.0
6095,FRANKLIN AV,2018-06-12,16897.0,14141.0
6096,FRANKLIN AV,2018-06-13,16792.0,13883.0
6097,FRANKLIN AV,2018-06-14,17174.0,13627.0
6098,FRANKLIN AV,2018-06-15,14598.0,10515.0
6099,FRANKLIN ST,2018-05-19,3066.0,1626.0
6100,FRANKLIN ST,2018-05-20,2592.0,1349.0
6101,FRANKLIN ST,2018-05-21,5914.0,3121.0
6102,FRANKLIN ST,2018-05-22,6223.0,3269.0
6103,FRANKLIN ST,2018-05-23,6404.0,3380.0
6104,FRANKLIN ST,2018-05-24,6260.0,3514.0
6105,FRANKLIN ST,2018-05-25,5314.0,2883.0
6106,FRANKLIN ST,2018-05-26,2410.0,1257.0
6107,FRANKLIN ST,2018-05-27,1647.0,924.0
6108,FRANKLIN ST,2018-05-28,1978.0,932.0
6109,FRANKLIN ST,2018-05-29,5923.0,3019.0
6110,FRANKLIN ST,2018-05-30,6315.0,3673.0
6111,FRANKLIN ST,2018-05-31,6726.0,3632.0
6112,FRANKLIN ST,2018-06-01,6046.0,3208.0
6113,FRANKLIN ST,2018-06-02,2853.0,1548.0
6114,FRANKLIN ST,2018-06-03,2312.0,1337.0
6115,FRANKLIN ST,2018-06-04,6045.0,3190.0
6116,FRANKLIN ST,2018-06-05,6600.0,3563.0
6117,FRANKLIN ST,2018-06-06,6635.0,3603.0
6118,FRANKLIN ST,2018-06-07,7004.0,3772.0
6119,FRANKLIN ST,2018-06-08,6401.0,3430.0
6120,FRANKLIN ST,2018-06-09,3202.0,1778.0
6121,FRANKLIN ST,2018-06-10,2375.0,1302.0
6122,FRANKLIN ST,2018-06-11,6128.0,3278.0
6123,FRANKLIN ST,2018-06-12,6270.0,3483.0
6124,FRANKLIN ST,2018-06-13,6512.0,3503.0
6125,FRANKLIN ST,2018-06-14,6632.0,3557.0
6126,FRANKLIN ST,2018-06-15,5248.0,3079.0
6127,FREEMAN ST,2018-05-19,2401.0,2373.0
6128,FREEMAN ST,2018-05-20,2050.0,2112.0
6129,FREEMAN ST,2018-05-21,4918.0,3878.0
6130,FREEMAN ST,2018-05-22,4773.0,4057.0
6131,FREEMAN ST,2018-05-23,5034.0,4140.0
6132,FREEMAN ST,2018-05-24,4999.0,4247.0
6133,FREEMAN ST,2018-05-25,4925.0,4223.0
6134,FREEMAN ST,2018-05-26,1690.0,2434.0
6135,FREEMAN ST,2018-05-27,1238.0,1875.0
6136,FREEMAN ST,2018-05-28,2356.0,2218.0
6137,FREEMAN ST,2018-05-29,4565.0,4055.0
6138,FREEMAN ST,2018-05-30,4873.0,3985.0
6139,FREEMAN ST,2018-05-31,4877.0,4010.0
6140,FREEMAN ST,2018-06-01,4951.0,4135.0
6141,FREEMAN ST,2018-06-02,1813.0,2670.0
6142,FREEMAN ST,2018-06-03,1400.0,2206.0
6143,FREEMAN ST,2018-06-04,4761.0,3838.0
6144,FREEMAN ST,2018-06-05,4832.0,3974.0
6145,FREEMAN ST,2018-06-06,5023.0,4136.0
6146,FREEMAN ST,2018-06-07,4647.0,3830.0
6147,FREEMAN ST,2018-06-08,4936.0,4011.0
6148,FREEMAN ST,2018-06-09,2839.0,2832.0
6149,FREEMAN ST,2018-06-10,2092.0,2253.0
6150,FREEMAN ST,2018-06-11,4668.0,3777.0
6151,FREEMAN ST,2018-06-12,4848.0,4099.0
6152,FREEMAN ST,2018-06-13,4656.0,4018.0
6153,FREEMAN ST,2018-06-14,4789.0,3787.0
6154,FREEMAN ST,2018-06-15,3948.0,2527.0
6155,FRESH POND RD,2018-05-19,2339.0,2655.0
