,STATION,DATE,ENTRY_DIFFS,EXIT_DIFFS
0,1 AV,2018-05-19,19241.0,21979.0
1,1 AV,2018-05-20,15258.0,16773.0
2,1 AV,2018-05-21,21686.0,23663.0
3,1 AV,2018-05-22,22712.0,25362.0
4,1 AV,2018-05-23,23654.0,25091.0
5,1 AV,2018-05-24,23388.0,25225.0
6,1 AV,2018-05-25,23479.0,25368.0
7,1 AV,2018-05-26,16280.0,18570.0
8,1 AV,2018-05-27,12713.0,14626.0
9,1 AV,2018-05-28,12175.0,14444.0
10,1 AV,2018-05-29,21606.0,24054.0
11,1 AV,2018-05-30,22857.0,24945.0
12,1 AV,2018-05-31,23042.0,25437.0
13,1 AV,2018-06-01,24477.0,26587.0
14,1 AV,2018-06-02,19045.0,21403.0
15,1 AV,2018-06-03,14946.0,17344.0
16,1 AV,2018-06-04,22162.0,23466.0
17,1 AV,2018-06-05,20847.0,23066.0
18,1 AV,2018-06-06,23643.0,25002.0
19,1 AV,2018-06-07,22116.0,23924.0
20,1 AV,2018-06-08,24405.0,26339.0
21,1 AV,2018-06-09,18889.0,20128.0
22,1 AV,2018-06-10,14367.0,16176.0
23,1 AV,2018-06-11,21548.0,23359.0
24,1 AV,2018-06-12,22581.0,23998.0
25,1 AV,2018-06-13,22684.0,24213.0
26,1 AV,2018-06-14,23746.0,25031.0
27,1 AV,2018-06-15,18035.0,19332.0
28,103 ST,2018-05-19,19170.0,12915.0
29,103 ST,2018-05-20,16356.0,11487.0
30,103 ST,2018-05-21,32972.0,22039.0
31,103 ST,2018-05-22,34554.0,23350.0
32,103 ST,2018-05-23,35354.0,23241.0
33,103 ST,2018-05-24,33248.0,22894.0
34,103 ST,2018-05-25,33969.0,22797.0
35,103 ST,2018-05-26,17142.0,12089.0
36,103 ST,2018-05-27,12994.0,9349.0
37,103 ST,2018-05-28,15771.0,11919.0
38,103 ST,2018-05-29,33391.0,22797.0
39,103 ST,2018-05-30,34679.0,23726.0
40,103 ST,2018-05-31,34758.0,23776.0
41,103 ST,2018-06-01,35120.0,21174.0
42,103 ST,2018-06-02,20265.0,15547.0
43,103 ST,2018-06-03,16039.0,12902.0
44,103 ST,2018-06-04,33147.0,22602.0
45,103 ST,2018-06-05,35108.0,23788.0
46,103 ST,2018-06-06,35064.0,23564.0
47,103 ST,2018-06-07,34084.0,23615.0
48,103 ST,2018-06-08,34785.0,23212.0
49,103 ST,2018-06-09,22567.0,13543.0
50,103 ST,2018-06-10,16335.0,10244.0
51,103 ST,2018-06-11,32683.0,22472.0
52,103 ST,2018-06-12,34824.0,23880.0
53,103 ST,2018-06-13,34809.0,22859.0
54,103 ST,2018-06-14,35035.0,23190.0
55,103 ST,2018-06-15,30621.0,18828.0
56,103 ST-CORONA,2018-05-19,14090.0,11290.0
57,103 ST-CORONA,2018-05-20,11642.0,9828.0
58,103 ST-CORONA,2018-05-21,20170.0,14787.0
59,103 ST-CORONA,2018-05-22,20370.0,14773.0
60,103 ST-CORONA,2018-05-23,21066.0,14781.0
61,103 ST-CORONA,2018-05-24,20872.0,14306.0
62,103 ST-CORONA,2018-05-25,20416.0,14710.0
63,103 ST-CORONA,2018-05-26,14222.0,10824.0
64,103 ST-CORONA,2018-05-27,10397.0,8572.0
65,103 ST-CORONA,2018-05-28,12461.0,9337.0
66,103 ST-CORONA,2018-05-29,20748.0,14610.0
67,103 ST-CORONA,2018-05-30,20811.0,15011.0
68,103 ST-CORONA,2018-05-31,20573.0,14454.0
69,103 ST-CORONA,2018-06-01,20573.0,14631.0
70,103 ST-CORONA,2018-06-02,14905.0,12192.0
71,103 ST-CORONA,2018-06-03,11392.0,9635.0
72,103 ST-CORONA,2018-06-04,20281.0,13916.0
73,103 ST-CORONA,2018-06-05,20174.0,14293.0
74,103 ST-CORONA,2018-06-06,20800.0,15038.0
75,103 ST-CORONA,2018-06-07,20011.0,14153.0
76,103 ST-CORONA,2018-06-08,21292.0,14663.0
77,103 ST-CORONA,2018-06-09,15283.0,12242.0
78,103 ST-CORONA,2018-06-10,11351.0,9742.0
79,103 ST-CORONA,2018-06-11,20239.0,14139.0
80,103 ST-CORONA,2018-06-12,20035.0,14296.0
81,103 ST-CORONA,2018-06-13,20150.0,13974.0
82,103 ST-CORONA,2018-06-14,20342.0,14202.0
83,103 ST-CORONA,2018-06-15,18363.0,11278.0
84,104 ST,2018-05-19,1572.0,792.0
85,104 ST,2018-05-20,1163.0,626.0
86,104 ST,2018-05-21,3227.0,1303.0
87,104 ST,2018-05-22,3238.0,1501.0
88,104 ST,2018-05-23,3272.0,1501.0
89,104 ST,2018-05-24,3363.0,1463.0
90,104 ST,2018-05-25,3173.0,1376.0
91,104 ST,2018-05-26,1480.0,707.0
92,104 ST,2018-05-27,1056.0,541.0
93,104 ST,2018-05-28,1353.0,618.0
94,104 ST,2018-05-29,3185.0,1391.0
95,104 ST,2018-05-30,2924.0,1387.0
96,104 ST,2018-05-31,3205.0,1413.0
97,104 ST,2018-06-01,3026.0,1334.0
98,104 ST,2018-06-02,1603.0,737.0
99,104 ST,2018-06-03,1210.0,591.0
100,104 ST,2018-06-04,3175.0,1457.0
101,104 ST,2018-06-05,2804.0,1399.0
102,104 ST,2018-06-06,3202.0,1413.0
103,104 ST,2018-06-07,3115.0,1361.0
104,104 ST,2018-06-08,3190.0,1378.0
105,104 ST,2018-06-09,1738.0,816.0
106,104 ST,2018-06-10,1273.0,631.0
107,104 ST,2018-06-11,3044.0,1435.0
108,104 ST,2018-06-12,3254.0,1415.0
109,104 ST,2018-06-13,2835.0,1329.0
110,104 ST,2018-06-14,3190.0,1372.0
111,104 ST,2018-06-15,2760.0,1000.0
112,110 ST,2018-05-19,6968.0,6530.0
113,110 ST,2018-05-20,5548.0,5532.0
114,110 ST,2018-05-21,11605.0,9184.0
115,110 ST,2018-05-22,11759.0,9490.0
116,110 ST,2018-05-23,12093.0,9680.0
117,110 ST,2018-05-24,12036.0,9619.0
118,110 ST,2018-05-25,12003.0,9609.0
119,110 ST,2018-05-26,6915.0,6143.0
120,110 ST,2018-05-27,4921.0,4669.0
121,110 ST,2018-05-28,5619.0,5127.0
122,110 ST,2018-05-29,11407.0,9039.0
123,110 ST,2018-05-30,11730.0,9632.0
124,110 ST,2018-05-31,11408.0,9425.0
125,110 ST,2018-06-01,12085.0,9877.0
126,110 ST,2018-06-02,7362.0,6813.0
127,110 ST,2018-06-03,5387.0,5482.0
128,110 ST,2018-06-04,11515.0,9362.0
129,110 ST,2018-06-05,11761.0,9654.0
130,110 ST,2018-06-06,11979.0,9785.0
131,110 ST,2018-06-07,10980.0,9056.0
132,110 ST,2018-06-08,12329.0,9936.0
133,110 ST,2018-06-09,9682.0,7635.0
134,110 ST,2018-06-10,5592.0,5547.0
135,110 ST,2018-06-11,10879.0,9101.0
136,110 ST,2018-06-12,11751.0,9806.0
137,110 ST,2018-06-13,11594.0,9385.0
138,110 ST,2018-06-14,11644.0,9726.0
139,110 ST,2018-06-15,9548.0,7169.0
140,111 ST,2018-05-19,10716.0,5372.0
141,111 ST,2018-05-20,8856.0,4850.0
142,111 ST,2018-05-21,16959.0,8091.0
143,111 ST,2018-05-22,17399.0,8270.0
144,111 ST,2018-05-23,17754.0,8414.0
145,111 ST,2018-05-24,17636.0,8343.0
146,111 ST,2018-05-25,17244.0,7704.0
147,111 ST,2018-05-26,11484.0,5894.0
148,111 ST,2018-05-27,7894.0,4167.0
149,111 ST,2018-05-28,9614.0,4813.0
150,111 ST,2018-05-29,16665.0,7434.0
151,111 ST,2018-05-30,17400.0,8118.0
152,111 ST,2018-05-31,16948.0,7925.0
153,111 ST,2018-06-01,17200.0,7350.0
154,111 ST,2018-06-02,11589.0,6054.0
155,111 ST,2018-06-03,8567.0,4639.0
156,111 ST,2018-06-04,16834.0,7954.0
157,111 ST,2018-06-05,17027.0,7894.0
158,111 ST,2018-06-06,17462.0,7997.0
159,111 ST,2018-06-07,16647.0,7491.0
160,111 ST,2018-06-08,17519.0,7716.0
161,111 ST,2018-06-09,12282.0,6011.0
162,111 ST,2018-06-10,8657.0,4689.0
163,111 ST,2018-06-11,17043.0,8107.0
164,111 ST,2018-06-12,17170.0,7601.0
165,111 ST,2018-06-13,16900.0,7665.0
166,111 ST,2018-06-14,17031.0,7543.0
167,111 ST,2018-06-15,15278.0,5592.0
168,116 ST,2018-05-19,20482.0,12296.0
169,116 ST,2018-05-20,17588.0,11016.0
170,116 ST,2018-05-21,34242.0,18199.0
171,116 ST,2018-05-22,35437.0,18970.0
172,116 ST,2018-05-23,35997.0,18733.0
173,116 ST,2018-05-24,35731.0,18466.0
174,116 ST,2018-05-25,35365.0,18270.0
175,116 ST,2018-05-26,17922.0,10081.0
176,116 ST,2018-05-27,13885.0,8321.0
177,116 ST,2018-05-28,14768.0,8499.0
178,116 ST,2018-05-29,33678.0,18242.0
179,116 ST,2018-05-30,34896.0,18195.0
180,116 ST,2018-05-31,34603.0,18153.0
181,116 ST,2018-06-01,36236.0,18937.0
182,116 ST,2018-06-02,20242.0,11600.0
183,116 ST,2018-06-03,15856.0,9727.0
184,116 ST,2018-06-04,34034.0,17744.0
185,116 ST,2018-06-05,34395.0,17581.0
186,116 ST,2018-06-06,35501.0,18594.0
187,116 ST,2018-06-07,34059.0,17842.0
188,116 ST,2018-06-08,36355.0,19183.0
189,116 ST,2018-06-09,24582.0,16908.0
190,116 ST,2018-06-10,17897.0,10700.0
191,116 ST,2018-06-11,33117.0,17974.0
192,116 ST,2018-06-12,34862.0,18264.0
193,116 ST,2018-06-13,34237.0,17853.0
194,116 ST,2018-06-14,34961.0,18027.0
195,116 ST,2018-06-15,30249.0,15161.0
196,116 ST-COLUMBIA,2018-05-19,5028.0,3010.0
197,116 ST-COLUMBIA,2018-05-20,4746.0,3061.0
198,116 ST-COLUMBIA,2018-05-21,12046.0,6539.0
199,116 ST-COLUMBIA,2018-05-22,12790.0,6754.0
200,116 ST-COLUMBIA,2018-05-23,12624.0,6807.0
201,116 ST-COLUMBIA,2018-05-24,12663.0,6772.0
202,116 ST-COLUMBIA,2018-05-25,10160.0,5591.0
203,116 ST-COLUMBIA,2018-05-26,3883.0,2289.0
204,116 ST-COLUMBIA,2018-05-27,3308.0,1833.0
205,116 ST-COLUMBIA,2018-05-28,3896.0,2574.0
206,116 ST-COLUMBIA,2018-05-29,12158.0,6456.0
207,116 ST-COLUMBIA,2018-05-30,12896.0,6831.0
208,116 ST-COLUMBIA,2018-05-31,13235.0,6967.0
209,116 ST-COLUMBIA,2018-06-01,12321.0,6602.0
210,116 ST-COLUMBIA,2018-06-02,6730.0,3724.0
211,116 ST-COLUMBIA,2018-06-03,4988.0,2910.0
212,116 ST-COLUMBIA,2018-06-04,12341.0,6624.0
213,116 ST-COLUMBIA,2018-06-05,13865.0,7386.0
214,116 ST-COLUMBIA,2018-06-06,13498.0,7097.0
215,116 ST-COLUMBIA,2018-06-07,13329.0,7206.0
216,116 ST-COLUMBIA,2018-06-08,11873.0,6296.0
217,116 ST-COLUMBIA,2018-06-09,5704.0,2967.0
218,116 ST-COLUMBIA,2018-06-10,4690.0,2633.0
219,116 ST-COLUMBIA,2018-06-11,12562.0,6696.0
220,116 ST-COLUMBIA,2018-06-12,12995.0,7249.0
221,116 ST-COLUMBIA,2018-06-13,13587.0,7069.0
222,116 ST-COLUMBIA,2018-06-14,13461.0,7129.0
223,116 ST-COLUMBIA,2018-06-15,10641.0,5687.0
224,121 ST,2018-05-19,689.0,319.0
225,121 ST,2018-05-20,570.0,311.0
226,121 ST,2018-05-21,1293.0,543.0
227,121 ST,2018-05-22,1307.0,553.0
228,121 ST,2018-05-23,1352.0,547.0
229,121 ST,2018-05-24,1359.0,544.0
230,121 ST,2018-05-25,1330.0,537.0
231,121 ST,2018-05-26,717.0,326.0
232,121 ST,2018-05-27,517.0,280.0
233,121 ST,2018-05-28,618.0,287.0
234,121 ST,2018-05-29,1467.0,568.0
235,121 ST,2018-05-30,1326.0,490.0
236,121 ST,2018-05-31,1292.0,561.0
237,121 ST,2018-06-01,1273.0,527.0
238,121 ST,2018-06-02,711.0,336.0
239,121 ST,2018-06-03,477.0,277.0
240,121 ST,2018-06-04,1291.0,507.0
241,121 ST,2018-06-05,1306.0,537.0
242,121 ST,2018-06-06,1288.0,543.0
243,121 ST,2018-06-07,1201.0,506.0
244,121 ST,2018-06-08,1314.0,538.0
245,121 ST,2018-06-09,730.0,375.0
246,121 ST,2018-06-10,535.0,270.0
247,121 ST,2018-06-11,1211.0,516.0
248,121 ST,2018-06-12,1244.0,562.0
249,121 ST,2018-06-13,1257.0,541.0
250,121 ST,2018-06-14,1278.0,553.0
251,121 ST,2018-06-15,1101.0,411.0
252,125 ST,2018-05-19,46075.0,40715.0
253,125 ST,2018-05-20,40560.0,36522.0
254,125 ST,2018-05-21,74128.0,57597.0
255,125 ST,2018-05-22,75174.0,57781.0
256,125 ST,2018-05-23,77219.0,60512.0
257,125 ST,2018-05-24,76303.0,60198.0
258,125 ST,2018-05-25,75624.0,59470.0
259,125 ST,2018-05-26,44272.0,39514.0
260,125 ST,2018-05-27,34134.0,30297.0
261,125 ST,2018-05-28,38795.0,34375.0
262,125 ST,2018-05-29,78056.0,61096.0
263,125 ST,2018-05-30,81356.0,64489.0
264,125 ST,2018-05-31,79569.0,62865.0
265,125 ST,2018-06-01,89430.0,70200.0
266,125 ST,2018-06-02,59416.0,55230.0
267,125 ST,2018-06-03,48179.0,45667.0
268,125 ST,2018-06-04,78169.0,60081.0
269,125 ST,2018-06-05,80275.0,62690.0
270,125 ST,2018-06-06,81175.0,63573.0
271,125 ST,2018-06-07,78451.0,60973.0
272,125 ST,2018-06-08,81598.0,64340.0
273,125 ST,2018-06-09,58115.0,51348.0
274,125 ST,2018-06-10,43517.0,38572.0
275,125 ST,2018-06-11,76250.0,60990.0
276,125 ST,2018-06-12,80465.0,63109.0
277,125 ST,2018-06-13,78916.0,62117.0
278,125 ST,2018-06-14,81525.0,64706.0
279,125 ST,2018-06-15,68277.0,51589.0
280,135 ST,2018-05-19,10866.0,4529.0
281,135 ST,2018-05-20,8945.0,3505.0
282,135 ST,2018-05-21,20068.0,8654.0
283,135 ST,2018-05-22,20478.0,8910.0
284,135 ST,2018-05-23,21298.0,9072.0
285,135 ST,2018-05-24,21205.0,9014.0
286,135 ST,2018-05-25,20573.0,8303.0
287,135 ST,2018-05-26,10267.0,4327.0
288,135 ST,2018-05-27,8027.0,3561.0
289,135 ST,2018-05-28,8772.0,3939.0
290,135 ST,2018-05-29,19789.0,8504.0
291,135 ST,2018-05-30,20581.0,8762.0
292,135 ST,2018-05-31,20518.0,8880.0
293,135 ST,2018-06-01,20712.0,8857.0
294,135 ST,2018-06-02,12311.0,5098.0
295,135 ST,2018-06-03,9303.0,4095.0
296,135 ST,2018-06-04,19898.0,8752.0
297,135 ST,2018-06-05,20405.0,8982.0
298,135 ST,2018-06-06,20976.0,8820.0
299,135 ST,2018-06-07,19794.0,8138.0
300,135 ST,2018-06-08,20662.0,8779.0
301,135 ST,2018-06-09,12507.0,5092.0
302,135 ST,2018-06-10,8981.0,3796.0
303,135 ST,2018-06-11,19475.0,8337.0
304,135 ST,2018-06-12,20368.0,8869.0
305,135 ST,2018-06-13,20481.0,8770.0
306,135 ST,2018-06-14,20496.0,8503.0
307,135 ST,2018-06-15,17352.0,6158.0
308,137 ST CITY COL,2018-05-19,8944.0,7601.0
309,137 ST CITY COL,2018-05-20,7427.0,6837.0
310,137 ST CITY COL,2018-05-21,14159.0,12375.0
311,137 ST CITY COL,2018-05-22,13836.0,11939.0
312,137 ST CITY COL,2018-05-23,14643.0,12537.0
313,137 ST CITY COL,2018-05-24,14426.0,12401.0
314,137 ST CITY COL,2018-05-25,13389.0,10969.0
315,137 ST CITY COL,2018-05-26,10691.0,10060.0
316,137 ST CITY COL,2018-05-27,8233.0,7730.0
317,137 ST CITY COL,2018-05-28,7200.0,6466.0
318,137 ST CITY COL,2018-05-29,13005.0,11384.0
319,137 ST CITY COL,2018-05-30,13654.0,11727.0
320,137 ST CITY COL,2018-05-31,13333.0,11455.0
321,137 ST CITY COL,2018-06-01,13475.0,11315.0
322,137 ST CITY COL,2018-06-02,8935.0,7553.0
323,137 ST CITY COL,2018-06-03,6993.0,6562.0
324,137 ST CITY COL,2018-06-04,13636.0,11738.0
325,137 ST CITY COL,2018-06-05,13330.0,11549.0
326,137 ST CITY COL,2018-06-06,13639.0,11857.0
327,137 ST CITY COL,2018-06-07,13302.0,11293.0
328,137 ST CITY COL,2018-06-08,13291.0,11092.0
329,137 ST CITY COL,2018-06-09,17031.0,14930.0
330,137 ST CITY COL,2018-06-10,7436.0,6764.0
331,137 ST CITY COL,2018-06-11,12904.0,11213.0
332,137 ST CITY COL,2018-06-12,12810.0,10276.0
333,137 ST CITY COL,2018-06-13,13345.0,11184.0
334,137 ST CITY COL,2018-06-14,13503.0,11331.0
335,137 ST CITY COL,2018-06-15,11250.0,7819.0
336,138/GRAND CONC,2018-05-19,1465.0,1932.0
337,138/GRAND CONC,2018-05-20,1106.0,1504.0
338,138/GRAND CONC,2018-05-21,3323.0,2947.0
339,138/GRAND CONC,2018-05-22,3308.0,2889.0
340,138/GRAND CONC,2018-05-23,3423.0,3031.0
341,138/GRAND CONC,2018-05-24,3409.0,3018.0
342,138/GRAND CONC,2018-05-25,3324.0,2945.0
343,138/GRAND CONC,2018-05-26,1528.0,1679.0
344,138/GRAND CONC,2018-05-27,1031.0,1121.0
345,138/GRAND CONC,2018-05-28,1313.0,1423.0
346,138/GRAND CONC,2018-05-29,3467.0,2957.0
347,138/GRAND CONC,2018-05-30,3513.0,2793.0
348,138/GRAND CONC,2018-05-31,3426.0,2893.0
349,138/GRAND CONC,2018-06-01,3357.0,2786.0
350,138/GRAND CONC,2018-06-02,1745.0,2253.0
351,138/GRAND CONC,2018-06-03,1198.0,1464.0
352,138/GRAND CONC,2018-06-04,3292.0,2857.0
353,138/GRAND CONC,2018-06-05,3570.0,2977.0
354,138/GRAND CONC,2018-06-06,3441.0,2954.0
355,138/GRAND CONC,2018-06-07,3284.0,2859.0
356,138/GRAND CONC,2018-06-08,3442.0,2979.0
357,138/GRAND CONC,2018-06-09,1813.0,2019.0
358,138/GRAND CONC,2018-06-10,1237.0,1285.0
359,138/GRAND CONC,2018-06-11,3185.0,2790.0
360,138/GRAND CONC,2018-06-12,3500.0,3010.0
361,138/GRAND CONC,2018-06-13,3307.0,2979.0
362,138/GRAND CONC,2018-06-14,3398.0,3017.0
363,14 ST,2018-05-19,29790.0,24225.0
364,14 ST,2018-05-20,24710.0,19849.0
365,14 ST,2018-05-21,56456.0,44604.0
366,14 ST,2018-05-22,60102.0,47069.0
367,14 ST,2018-05-23,61431.0,48711.0
368,14 ST,2018-05-24,61155.0,48343.0
369,14 ST,2018-05-25,54955.0,44952.0
370,14 ST,2018-05-26,24600.0,20093.0
371,14 ST,2018-05-27,19045.0,16199.0
372,14 ST,2018-05-28,19458.0,16570.0
373,14 ST,2018-05-29,56237.0,44385.0
374,14 ST,2018-05-30,59890.0,47816.0
375,14 ST,2018-05-31,60000.0,47647.0
376,14 ST,2018-06-01,57934.0,48469.0
377,14 ST,2018-06-02,28012.0,23504.0
378,14 ST,2018-06-03,22029.0,18494.0
379,14 ST,2018-06-04,56063.0,44909.0
380,14 ST,2018-06-05,60508.0,47389.0
381,14 ST,2018-06-06,61670.0,49469.0
382,14 ST,2018-06-07,60582.0,49500.0
383,14 ST,2018-06-08,60054.0,49957.0
384,14 ST,2018-06-09,31042.0,26974.0
385,14 ST,2018-06-10,23983.0,20561.0
386,14 ST,2018-06-11,55656.0,44902.0
387,14 ST,2018-06-12,60028.0,48145.0
388,14 ST,2018-06-13,62164.0,48692.0
389,14 ST,2018-06-14,62569.0,49111.0
390,14 ST,2018-06-15,47693.0,42355.0
391,14 ST-UNION SQ,2018-05-19,70419.0,67342.0
392,14 ST-UNION SQ,2018-05-20,61254.0,56297.0
393,14 ST-UNION SQ,2018-05-21,103908.0,87540.0
394,14 ST-UNION SQ,2018-05-22,104517.0,89634.0
395,14 ST-UNION SQ,2018-05-23,112775.0,95095.0
396,14 ST-UNION SQ,2018-05-24,109117.0,91987.0
397,14 ST-UNION SQ,2018-05-25,103348.0,88465.0
398,14 ST-UNION SQ,2018-05-26,65176.0,63035.0
399,14 ST-UNION SQ,2018-05-27,51141.0,49954.0
400,14 ST-UNION SQ,2018-05-28,53690.0,52449.0
401,14 ST-UNION SQ,2018-05-29,103357.0,87550.0
402,14 ST-UNION SQ,2018-05-30,109845.0,92914.0
403,14 ST-UNION SQ,2018-05-31,105795.0,91433.0
404,14 ST-UNION SQ,2018-06-01,109996.0,95074.0
405,14 ST-UNION SQ,2018-06-02,76632.0,81479.0
406,14 ST-UNION SQ,2018-06-03,59816.0,62391.0
407,14 ST-UNION SQ,2018-06-04,103796.0,88954.0
408,14 ST-UNION SQ,2018-06-05,110048.0,93327.0
409,14 ST-UNION SQ,2018-06-06,112737.0,95506.0
410,14 ST-UNION SQ,2018-06-07,109216.0,94455.0
411,14 ST-UNION SQ,2018-06-08,111782.0,96708.0
412,14 ST-UNION SQ,2018-06-09,74401.0,67504.0
413,14 ST-UNION SQ,2018-06-10,54207.0,49837.0
414,14 ST-UNION SQ,2018-06-11,104186.0,88533.0
415,14 ST-UNION SQ,2018-06-12,109410.0,92974.0
416,14 ST-UNION SQ,2018-06-13,110659.0,95029.0
417,14 ST-UNION SQ,2018-06-14,110563.0,93776.0
418,14 ST-UNION SQ,2018-06-15,90760.0,84971.0
419,145 ST,2018-05-19,24358.0,20452.0
420,145 ST,2018-05-20,20584.0,18899.0
421,145 ST,2018-05-21,36322.0,29300.0
422,145 ST,2018-05-22,36250.0,28430.0
423,145 ST,2018-05-23,38422.0,30020.0
424,145 ST,2018-05-24,37838.0,29262.0
425,145 ST,2018-05-25,36545.0,28177.0
426,145 ST,2018-05-26,23844.0,18712.0
427,145 ST,2018-05-27,18172.0,15590.0
428,145 ST,2018-05-28,20149.0,17519.0
429,145 ST,2018-05-29,35388.0,29267.0
430,145 ST,2018-05-30,36443.0,30190.0
431,145 ST,2018-05-31,36377.0,29783.0
432,145 ST,2018-06-01,37815.0,29981.0
433,145 ST,2018-06-02,25700.0,21388.0
434,145 ST,2018-06-03,20163.0,18570.0
435,145 ST,2018-06-04,35596.0,29497.0
436,145 ST,2018-06-05,36663.0,30493.0
437,145 ST,2018-06-06,37432.0,30956.0
438,145 ST,2018-06-07,36270.0,30206.0
439,145 ST,2018-06-08,36965.0,29182.0
440,145 ST,2018-06-09,20903.0,18410.0
441,145 ST,2018-06-10,19297.0,18679.0
442,145 ST,2018-06-11,34843.0,29560.0
443,145 ST,2018-06-12,36975.0,29900.0
444,145 ST,2018-06-13,35917.0,30078.0
445,145 ST,2018-06-14,36963.0,30432.0
446,145 ST,2018-06-15,31872.0,21903.0
447,149/GRAND CONC,2018-05-19,6824.0,5715.0
448,149/GRAND CONC,2018-05-20,5689.0,4923.0
449,149/GRAND CONC,2018-05-21,13250.0,8596.0
450,149/GRAND CONC,2018-05-22,14252.0,9073.0
451,149/GRAND CONC,2018-05-23,14530.0,9404.0
452,149/GRAND CONC,2018-05-24,13620.0,9171.0
453,149/GRAND CONC,2018-05-25,12213.0,8667.0
454,149/GRAND CONC,2018-05-26,6244.0,5177.0
455,149/GRAND CONC,2018-05-27,4519.0,3754.0
456,149/GRAND CONC,2018-05-28,5279.0,4526.0
457,149/GRAND CONC,2018-05-29,13362.0,8315.0
458,149/GRAND CONC,2018-05-30,12890.0,8084.0
459,149/GRAND CONC,2018-05-31,12284.0,7534.0
460,149/GRAND CONC,2018-06-01,12581.0,8159.0
461,149/GRAND CONC,2018-06-02,6790.0,7832.0
462,149/GRAND CONC,2018-06-03,5071.0,5955.0
463,149/GRAND CONC,2018-06-04,12927.0,7882.0
464,149/GRAND CONC,2018-06-05,12988.0,8345.0
465,149/GRAND CONC,2018-06-06,13252.0,8019.0
466,149/GRAND CONC,2018-06-07,12386.0,8361.0
467,149/GRAND CONC,2018-06-08,12091.0,7837.0
468,149/GRAND CONC,2018-06-09,6718.0,5830.0
469,149/GRAND CONC,2018-06-10,4697.0,4520.0
470,149/GRAND CONC,2018-06-11,12539.0,8159.0
471,149/GRAND CONC,2018-06-12,12914.0,8190.0
472,149/GRAND CONC,2018-06-13,12618.0,8135.0
473,149/GRAND CONC,2018-06-14,12831.0,8243.0
474,149/GRAND CONC,2018-06-15,9266.0,6871.0
475,14TH STREET,2018-05-19,7287.0,8573.0
476,14TH STREET,2018-05-20,5601.0,5996.0
477,14TH STREET,2018-05-21,9145.0,8879.0
478,14TH STREET,2018-05-22,9391.0,8207.0
479,14TH STREET,2018-05-23,9733.0,8420.0
480,14TH STREET,2018-05-24,9559.0,9231.0
481,14TH STREET,2018-05-25,8665.0,7767.0
482,14TH STREET,2018-05-26,4906.0,4932.0
483,14TH STREET,2018-05-27,3286.0,3606.0
484,14TH STREET,2018-05-28,3406.0,3583.0
485,14TH STREET,2018-05-29,8973.0,7389.0
486,14TH STREET,2018-05-30,9345.0,8229.0
487,14TH STREET,2018-05-31,9163.0,8944.0
488,14TH STREET,2018-06-01,9388.0,6838.0
489,14TH STREET,2018-06-02,5292.0,5599.0
490,14TH STREET,2018-06-03,3734.0,3871.0
491,14TH STREET,2018-06-04,8925.0,9334.0
492,14TH STREET,2018-06-05,9731.0,8669.0
493,14TH STREET,2018-06-06,9826.0,9119.0
494,14TH STREET,2018-06-07,9776.0,9113.0
495,14TH STREET,2018-06-08,9600.0,8349.0
496,14TH STREET,2018-06-09,5579.0,6080.0
497,14TH STREET,2018-06-10,3311.0,3963.0
498,14TH STREET,2018-06-11,8819.0,8509.0
499,14TH STREET,2018-06-12,9622.0,8648.0
500,14TH STREET,2018-06-13,9677.0,7804.0
501,14TH STREET,2018-06-14,9911.0,9682.0
502,14TH STREET,2018-06-15,7929.0,7715.0
503,15 ST-PROSPECT,2018-05-19,3529.0,2248.0
504,15 ST-PROSPECT,2018-05-20,2662.0,1813.0
505,15 ST-PROSPECT,2018-05-21,6295.0,3627.0
506,15 ST-PROSPECT,2018-05-22,6586.0,3821.0
507,15 ST-PROSPECT,2018-05-23,6707.0,3745.0
508,15 ST-PROSPECT,2018-05-24,6830.0,4019.0
509,15 ST-PROSPECT,2018-05-25,6192.0,3396.0
510,15 ST-PROSPECT,2018-05-26,3281.0,2025.0
511,15 ST-PROSPECT,2018-05-27,2053.0,1390.0
512,15 ST-PROSPECT,2018-05-28,2762.0,1788.0
513,15 ST-PROSPECT,2018-05-29,6387.0,3864.0
514,15 ST-PROSPECT,2018-05-30,6688.0,3962.0
515,15 ST-PROSPECT,2018-05-31,6711.0,3917.0
516,15 ST-PROSPECT,2018-06-01,6578.0,3642.0
517,15 ST-PROSPECT,2018-06-02,3398.0,2217.0
518,15 ST-PROSPECT,2018-06-03,2882.0,2023.0
519,15 ST-PROSPECT,2018-06-04,6342.0,3786.0
520,15 ST-PROSPECT,2018-06-05,7242.0,4361.0
521,15 ST-PROSPECT,2018-06-06,6885.0,4059.0
522,15 ST-PROSPECT,2018-06-07,6485.0,3773.0
523,15 ST-PROSPECT,2018-06-08,6402.0,3721.0
524,15 ST-PROSPECT,2018-06-09,3805.0,2690.0
525,15 ST-PROSPECT,2018-06-10,2861.0,2100.0
526,15 ST-PROSPECT,2018-06-11,6036.0,3646.0
527,15 ST-PROSPECT,2018-06-12,6656.0,3903.0
528,15 ST-PROSPECT,2018-06-13,6690.0,3912.0
529,15 ST-PROSPECT,2018-06-14,7025.0,4422.0
530,15 ST-PROSPECT,2018-06-15,5672.0,3754.0
531,155 ST,2018-05-19,4031.0,2724.0
